"customer id","customer name",email
47425,"Tamesha Lubin",Tamesha.Lubin47425@email.io
46445,"Tamesha Lubin",Tamesha.Lubin46445@email.io
158742,"Tamesha Lubin",Tamesha.Lubin158742@email.io
4691975,"Tamesha Lubin",Tamesha.Lubin4691975@email.io
Z7291219,"Tamesha Lubin",
208184,"Tamesha Lubin",Tamesha.Lubin208184@email.io
Z91670001,"Tamesha Lubin",Tamesha.LubinZ91670001@email.io
4165166,"Tamesha Lubin",Tamesha.Lubin4165166@email.io
6101,"Tamesha Lubin",
81052,"Tamesha Lubin",Tamesha.Lubin81052@email.io
Z9979263,"Tamesha Lubin",""
Z37033901,"Tamesha Lubin",
2235332,"Tamesha Lubin",Tamesha.Lubin2235332@email.io
1364869,"Tamesha Lubin",
18966,"Tamesha Lubin",
Z6522670,"Tamesha Lubin",Tamesha.LubinZ6522670@email.io
3119687,"Tamesha Lubin",
1779974,"Tamesha Lubin",
4173894,"Tamesha Lubin",
8938543,"Tamesha Lubin",Tamesha.Lubin8938543@email.io
387384,"Tamesha Lubin",
161839,"Tamesha Lubin",Tamesha.Lubin161839@email.io
5175396,"Tamesha Lubin",
1393383,"Tisa Batista ",
15181603,"Tisa Batista ",Tisa.Batista.15181603@email.io
72183,"Tisa Batista ",Tisa.Batista.72183@email.io
137115,"Tisa Batista ",Tisa.Batista.137115@email.io
4550891,"Tisa Batista ",Tisa.Batista.4550891@email.io
P990,"Tisa Batista ",
390071,"Tisa Batista ",
127774,"Tisa Batista ",Tisa.Batista.127774@email.io
Z5884633,"Tisa Batista ",Tisa.Batista.Z5884633@email.io
5822633,"Tisa Batista ",
3121719,"Tisa Batista ",
5958959,"Tisa Batista ",Tisa.Batista.5958959@email.io
446445,"Tisa Batista ",Tisa.Batista.446445@email.io
Z7300220,"Tisa Batista ",
4691967,"Tisa Batista ",Tisa.Batista.4691967@email.io
6115,"Tisa Batista ",
4424566,"Tisa Batista ",
160058,"Tisa Batista ",
Z3750018,"Tisa Batista ",
Z8378724,"Tisa Batista ",Tisa.Batista.Z8378724@email.io
4121147,"Tisa Batista ",Tisa.Batista.4121147@email.io
781,"Tisa Batista ",
400353,"Tisa Batista ",Tisa.Batista.400353@email.io
21525,"Tisa Batista ",
1060,"Tisa Batista ",
47813,"Tisa Batista ",Tisa.Batista.47813@email.io
Z6358333,"Yanira Vervil",Yanira.VervilZ6358333@email.io
4177249,"Yanira Vervil",Yanira.Vervil4177249@email.io
5054555,"Yanira Vervil",Yanira.Vervil5054555@email.io
Z2734000,"Yanira Vervil",Yanira.VervilZ2734000@email.io
9500C,"Yanira Vervil",
18192,"Yanira Vervil",Yanira.Vervil18192@email.io
APB,"Yanira Vervil",
7452300,"Yanira Vervil",
5369006,"Yanira Vervil",Yanira.Vervil5369006@email.io
59835,"Yanira Vervil",Yanira.Vervil59835@email.io
4746767,"Yanira Vervil",Yanira.Vervil4746767@email.io
401684,"Yanira Vervil",Yanira.Vervil401684@email.io
10381,"Yanira Vervil",
81473,"Yanira Vervil",
1159226,"Yanira Vervil",
Z3461749,"Yanira Vervil",
54764,"Yanira Vervil",Yanira.Vervil54764@email.io;otherPerson@email.com
247406,"Yanira Vervil",
5038,"Yanira Vervil",
Z6767400,"Yanira Vervil",
Z9395444,"Yanira Vervil",
233892,"Yanira Vervil",
10154,"Yanira Vervil",Yanira.Vervil10154@email.io
7892366,"Yanira Vervil",Yanira.Vervil7892366@email.io
9777,"Yanira Vervil",
4967222,"Yanira Vervil",
401126,"Yuri Jaqua  ",Yuri.Jaqua. 401126@email.io
85927,"Yuri Jaqua  ",Yuri.Jaqua. 85927@email.io
254274,"Yuri Jaqua  ",
1400,"Yuri Jaqua  ",
1040,"Yuri Jaqua  ",Yuri.Jaqua. 1040@email.io
4247307,"Yuri Jaqua  ",Yuri.Jaqua. 4247307@email.io
4153303,"Yuri Jaqua  ",Yuri.Jaqua. 4153303@email.io
4691965,"Yuri Jaqua  ",Yuri.Jaqua. 4691965@email.io
15106107,"Yuri Jaqua  ",
6603,"Yuri Jaqua  ",
211688,"Yuri Jaqua  ",
15235713,"Yuri Jaqua  ",Yuri.Jaqua. 15235713@email.io
Z7794144,"Yuri Jaqua  ",
96723,"Yuri Jaqua  ",
47514,"Yuri Jaqua  ",Yuri.Jaqua. 47514@email.io
2528485,"Yuri Jaqua  ",Yuri.Jaqua. 2528485@email.io
Z2089100,"Yuri Jaqua  ",
Z4142530,"Yuri Jaqua  ",Yuri.Jaqua. Z4142530@email.io
129676,"Yuri Jaqua  ",
Z85670701,"Yuri Jaqua  ",Yuri.Jaqua. Z85670701@email.io
Z4496050,"Yuri Jaqua  ",
1708,"Yuri Jaqua  ",Yuri.Jaqua. 1708@email.io
5698869,"Yuri Jaqua  ",Yuri.Jaqua. 5698869@email.io
3128902,"Yuri Jaqua  ",
123161,"Yuri Jaqua  ",Yuri.Jaqua. 123161@email.io
195872,"Yuri Jaqua  ",
